67,85,165,18
67,86,163,19
67,87,162,20
67,88,160,21
67,89,159,22
67,90,157,23
67,91,156,24
67,92,154,25
67,93,153,26
67,94,151,27
69,96,148,27
73,98,145,25
79,100,142,21
85,102,139,17
87,103,138,16
88,104,136,16
88,105,135,17
88,106,133,18
88,107,132,19
88,108,130,20
88,109,129,21
91,111,126,20
97,113,123,16
103,115,120,12
105,116,118,11
106,117,117,11
106,118,115,12
106,119,114,13
106,120,112,14
109,122,109,13
115,124,106,9
117,125,105,8
118,126,103,8
118,127,102,9
118,128,100,10
118,129,99,11
118,130,97,12
120,132,94,12
125,134,91,9
127,135,90,8
128,136,88,8
128,137,87,9
128,138,85,10
128,139,84,11
128,140,82,12
128,141,81,13
128,142,79,14
131,144,79,13
137,146,82,9
143,148,85,5
145,149,87,4
146,150,88,4
146,151,90,5
146,152,91,6
146,153,93,7
149,155,96,6
155,157,99,2
157,158,100,1
158,159,102,1
158,160,103,2
158,161,105,3
158,162,106,4
158,163,108,5
158,164,109,6
158,165,111,7
158,166,112,8
158,167,114,9
160,169,117,9
165,171,120,6
167,172,121,5
168,173,123,5
168,174,124,6
168,175,126,7
168,176,127,8
168,177,129,9
168,178,130,10
168,179,132,11
168,180,133,12
168,181,135,13
168,182,136,14
168,183,138,15
168,184,139,16
168,185,141,17
168,186,142,18
168,187,144,19
168,188,145,20
168,189,147,21
168,190,148,22
168,191,150,23
168,192,151,24
168,193,153,25
168,194,154,26
168,195,156,27
168,196,157,28
168,197,159,29
168,198,160,30
168,199,162,31
168,200,163,32
168,199,165,31
168,198,166,30
168,197,168,29
168,196,169,28
168,195,171,27
168,194,172,26
168,193,174,25
168,192,175,24
168,191,177,23
168,190,178,22
168,189,180,21
168,188,181,20
168,187,183,19
168,186,184,18
168,185,186,17
168,184,187,16
168,183,189,15
168,182,190,14
168,181,192,13
165,179,195,14
161,177,198,16
161,175,201,14
165,173,204,8
171,171,207,0
173,170,208,-3
174,170,0,-4
174,190,114,16
174,189,115,15
174,188,116,14
174,187,117,13
174,186,118,12
174,185,119,11
174,184,120,10
174,183,121,9
174,182,122,8
174,181,123,7
174,180,124,6
174,179,125,5
174,178,126,4
174,177,127,3
174,176,128,2
174,175,129,1
174,174,130,0
174,173,131,-1
174,172,132,-2
174,171,133,-3
174,170,134,-4
174,169,135,-5
174,168,136,-6
174,167,137,-7
174,166,138,-8
174,165,139,-9
171,163,141,-8
166,161,143,-5
161,159,145,-2
156,157,147,1
150,155,149,5
148,154,150,6
144,152,152,8
138,150,154,12
132,148,156,16
126,146,158,20
121,144,160,23
120,143,161,23
119,142,162,23
119,141,163,22
119,140,164,21
119,139,165,20
119,138,166,19
119,137,167,18
119,136,168,17
119,135,169,16
119,134,170,15
119,133,171,14
119,132,172,13
119,131,173,12
119,130,174,11
119,129,175,10
119,128,176,9
119,127,177,8
119,130,176,11
119,129,174,10
119,128,173,9
119,127,171,8
119,126,170,7
119,125,168,6
119,124,167,5
119,123,165,4
119,122,164,3
119,121,162,2
119,120,161,1
119,119,159,0
119,118,158,-1
119,117,156,-2
119,116,155,-3
119,115,153,-4
119,114,152,-5
119,113,150,-6
119,112,149,-7
119,111,147,-8
119,110,146,-9
119,109,144,-10
119,108,143,-11
119,107,141,-12
119,106,140,-13
119,105,138,-14
119,104,137,-15
119,103,135,-16
119,102,134,-17
119,101,132,-18
119,100,131,-19
119,99,129,-20
116,97,126,-19
110,95,123,-15
104,93,120,-11
102,92,119,-10
101,91,117,-10
101,90,116,-11
101,89,114,-12
101,88,113,-13
101,87,111,-14
101,86,110,-15
101,85,108,-16
101,84,107,-17
101,83,105,-18
101,82,104,-19
101,81,102,-20
101,80,101,-21
101,79,99,-22
101,78,98,-23
101,77,96,-24
101,76,95,-25
101,75,93,-26
101,74,92,-27
101,73,90,-28
101,72,89,-29
101,71,87,-30
101,70,86,-31
101,69,84,-32
101,68,86,-33
101,67,87,-34
101,66,89,-35
101,65,90,-36
101,64,92,-37
101,63,93,-38
101,62,95,-39
101,61,96,-40
101,60,98,-41
101,59,99,-42
101,58,101,-43
101,57,102,-44
101,56,104,-45
101,57,105,-44
101,58,107,-43
101,59,108,-42
104,61,111,-43
109,63,114,-46
115,65,117,-50
117,66,119,-51
118,67,120,-51
118,68,122,-50
118,69,123,-49
118,70,125,-48
118,71,126,-47
118,72,128,-46
118,73,129,-45
118,74,131,-44
118,75,132,-43
118,76,134,-42
118,77,135,-41
118,78,137,-40
118,79,138,-39
118,80,140,-38
118,81,141,-37
118,82,143,-36
118,83,144,-35
118,84,146,-34
118,85,147,-33
118,86,149,-32
118,87,150,-31
118,88,152,-30
118,89,153,-29
115,91,156,-24
110,93,159,-17
104,95,162,-9
98,97,165,-1
92,99,168,7
90,100,170,10
89,101,171,12
89,102,173,13
89,103,174,14
89,104,176,15
89,105,177,16
89,106,176,17
89,108,175,19
89,109,174,20
89,111,173,22
89,112,172,23
89,114,171,25
89,115,170,26
89,117,169,28
89,118,168,29
89,120,167,31
89,121,166,32
89,123,165,34
89,124,164,35
89,126,163,37
92,129,161,37
97,132,159,35
103,135,157,32
109,138,155,29
115,141,153,26
120,144,151,24
125,147,149,22
131,150,147,19
137,153,145,16
143,156,143,13
149,159,141,10
155,162,139,7
160,165,137,5
161,166,136,5
162,168,135,6
162,169,134,7
162,171,133,9
162,172,132,10
162,174,131,12
162,175,130,13
162,177,129,15
162,178,128,16
162,180,127,18
162,181,126,19
162,183,125,21
162,184,124,22
162,186,123,24
162,187,122,25
162,189,121,27
162,190,120,28
162,192,119,30
162,193,118,31
162,195,117,33
162,196,116,34
162,198,115,36
162,199,114,37
162,201,113,39
162,199,112,37
162,198,111,36
162,196,110,34
162,195,109,33
162,193,108,31
162,192,107,30
162,190,106,28
162,189,105,27
162,187,104,25
162,186,103,24
162,184,102,22
162,183,101,21
160,180,99,20
156,177,97,21
150,174,95,24
148,172,94,24
147,171,93,24
147,169,92,22
147,168,91,21
147,166,90,19
147,165,89,18
147,163,88,16
147,162,87,15
147,160,86,13
147,159,85,12
147,157,84,10
147,156,85,9
147,154,86,7
147,153,87,6
147,151,88,4
147,150,89,3
147,148,90,1
147,147,91,0
147,145,92,-2
147,144,93,-3
147,142,94,-5
147,141,95,-6
147,139,96,-8
147,138,97,-9
147,136,98,-11
147,135,99,-12
144,132,101,-12
138,129,103,-9
132,126,105,-6
126,123,107,-3
121,120,109,-1
116,117,111,1
110,114,113,4
108,112,114,4
107,111,115,4
107,109,116,2
107,108,117,1
107,106,118,-1
107,105,119,-2
107,103,120,-4
107,102,121,-5
107,100,122,-7
107,99,123,-8
104,96,125,-8
98,93,127,-5
92,90,129,-2
90,88,130,-2
89,87,131,-2
89,85,132,-4
89,84,133,-5
89,82,134,-7
89,81,135,-8
89,79,136,-10
89,78,137,-11
89,76,138,-13
89,75,139,-14
89,73,140,-16
89,72,141,-17
89,70,142,-19
89,69,143,-20
86,66,145,-20
80,63,147,-17
74,60,149,-14
69,57,151,-12
68,55,152,-13
67,57,153,-10
67,58,154,-9
67,60,155,-7
67,61,156,-6
67,63,157,-4
67,64,158,-3
67,66,159,-1
67,67,160,0
67,69,161,2
67,70,162,3
67,72,163,5
67,73,164,6
67,75,165,8
67,76,166,9
67,78,167,11
67,79,168,12
67,81,169,14
67,82,170,15
67,84,171,17
67,85,172,18
67,87,173,20
69,90,175,21
73,93,177,20
79,96,179,17
85,99,177,14
91,102,175,11
97,105,173,8
103,108,171,5
105,109,170,4
106,111,169,5
106,112,168,6
106,114,167,8
106,115,166,9
106,117,165,11
106,118,164,12
106,120,163,14
106,121,162,15
106,123,161,17
106,124,160,18
106,126,159,20
106,127,158,21
106,129,157,23
106,130,156,24
106,132,155,26
106,133,154,27
106,135,153,29
106,136,152,30
106,138,151,32
106,139,150,33
106,141,149,35
106,142,148,36
106,144,147,38
106,145,146,39
106,147,145,41
109,150,143,41
115,153,141,38
120,156,139,36
125,159,137,34
127,160,136,33
128,162,135,34
128,163,134,35
128,165,133,37
128,166,132,38
128,168,131,40
128,169,130,41
128,171,129,43
128,172,128,44
128,174,127,46
128,175,126,47
128,177,125,49
128,178,124,50
128,180,123,52
128,181,122,53
128,183,121,55
128,184,120,56
128,186,119,58
128,187,118,59
128,189,117,61
128,190,116,62
128,192,115,64
128,193,114,65
128,195,113,67
128,196,112,68
128,198,111,70
128,199,110,71
128,201,109,73
128,199,108,71
128,198,107,70
128,196,106,68
128,195,105,67
128,193,104,65
128,192,103,64
131,189,101,58
137,186,99,49
143,183,97,40
149,180,95,31
151,178,94,27
152,177,93,25
152,175,92,23
152,174,91,22
152,172,90,20
152,171,89,19
152,169,88,17
152,168,87,16
152,166,86,14
152,165,85,13
152,163,84,11
152,162,85,10
152,160,86,8
152,159,87,7
152,157,88,5
152,156,89,4
152,154,90,2
152,153,91,1
152,151,92,-1
152,150,93,-2
152,148,94,-4
152,147,95,-5
152,145,96,-7
152,144,97,-8
149,141,99,-8
144,138,101,-6
138,135,103,-3
132,132,105,0
126,129,107,3
124,127,108,3
121,124,110,3
116,121,112,5
110,118,114,8
104,115,116,11
102,114,117,12
101,112,118,11
101,111,119,10
101,109,120,8
101,108,121,7
101,106,122,5
101,105,123,4
101,103,124,2
101,102,125,1
101,100,126,-1
101,99,127,-2
98,96,129,-2
92,93,131,1
86,90,133,4
84,88,134,4
83,87,135,4
83,85,136,2
83,84,137,1
83,82,138,-1
83,81,139,-2
83,79,140,-4
83,78,141,-5
83,76,142,-7
83,75,143,-8
83,73,144,-10
83,72,145,-11
83,70,146,-13
83,69,147,-14
83,67,148,-16
83,66,149,-17
83,64,150,-19
83,63,151,-20
83,61,152,-22
83,60,153,-23
80,57,155,-23
74,57,157,-17
69,60,159,-9
68,61,160,-7
67,63,161,-4
67,64,162,-3
67,66,163,-1
67,67,164,0
67,69,165,2
67,70,166,3
67,72,167,5
67,73,168,6
67,75,169,8
67,76,170,9
67,78,171,11
67,79,172,12
67,81,173,14
67,82,174,15
67,84,175,17
69,87,177,18
73,90,179,17
79,93,175,14
85,96,171,11
91,99,167,8
97,102,163,5
103,105,159,2
109,108,155,-1
115,111,151,-4
117,112,149,-5
118,114,147,-4
118,115,145,-3
118,117,143,-1
118,118,141,0
118,120,139,2
118,121,137,3
118,123,135,5
118,124,133,6
118,126,131,8
118,127,129,9
118,129,127,11
118,130,125,12
118,132,123,14
118,133,121,15
118,135,119,17
118,136,117,18
118,138,115,20
118,139,113,21
118,141,111,23
118,142,109,24
118,144,107,26
118,145,105,27
118,147,103,29
118,148,101,30
118,150,99,32
118,151,97,33
118,153,95,35
118,154,93,36
118,156,91,38
118,157,89,39
118,159,87,41
118,160,85,42
120,163,81,43
125,166,77,41
131,169,81,38
137,172,85,35
143,175,89,32
149,178,93,29
151,180,95,29
152,181,97,29
152,183,99,31
152,184,101,32
152,186,103,34
152,187,105,35
152,189,107,37
152,190,109,38
152,192,111,40
152,193,113,41
152,195,115,43
152,196,117,44
152,198,119,46
152,199,121,47
152,201,123,49
155,198,127,43
160,195,131,35
165,192,135,27
171,189,139,18
177,186,143,9
179,184,145,5
180,183,147,3
180,181,149,1
180,180,151,0
180,178,153,-2
180,177,155,-3
180,175,157,-5
180,174,159,-6
180,172,161,-8
177,169,165,-8
172,166,169,-6
166,163,173,-3
161,160,177,-1
156,157,181,1
150,154,177,4
144,151,173,7
138,148,169,10
132,145,165,13
130,144,163,14
129,142,161,13
129,141,159,12
129,139,157,10
129,138,155,9
129,136,153,7
129,135,151,6
129,133,149,4
129,132,147,3
129,130,145,1
129,129,143,0
129,127,141,-2
129,126,139,-3
129,124,137,-5
129,123,135,-6
129,121,133,-8
129,120,131,-9
129,118,129,-11
129,117,127,-12
129,115,125,-14
129,114,123,-15
129,112,121,-17
129,111,119,-18
129,109,117,-20
129,108,115,-21
129,106,113,-23
129,105,111,-24
129,103,109,-26
129,102,107,-27
126,99,103,-27
121,96,99,-25
116,93,95,-23
114,91,93,-23
113,90,91,-23
113,88,89,-25
113,87,87,-26
113,85,85,-28
113,84,83,-29
113,82,85,-31
113,81,87,-32
113,79,89,-34
113,78,91,-35
113,76,93,-37
113,75,95,-38
113,73,97,-40
113,72,99,-41
113,70,101,-43
113,69,103,-44
113,67,105,-46
113,66,107,-47
113,64,109,-49
113,63,111,-50
113,61,113,-52
113,60,115,-53
113,58,117,-55
113,57,119,-56
113,55,121,-58
113,57,123,-56
113,58,125,-55
110,61,129,-49
104,64,133,-40
98,67,137,-31
92,70,141,-22
90,72,143,-18
89,73,145,-16
89,75,147,-14
89,76,149,-13
89,78,151,-11
89,79,153,-10
89,81,155,-8
89,82,157,-7
89,84,159,-5
89,85,161,-4
89,87,163,-2
89,88,165,-1
89,90,167,1
89,91,169,2
89,93,171,4
89,94,173,5
89,96,175,7
89,97,177,8
89,93,175,4
89,92,173,3
89,92,171,3
89,91,169,2
89,91,167,2
89,90,165,1
89,90,163,1
89,89,161,0
89,89,159,0
89,88,157,-1
89,88,155,-1
89,87,153,-2
89,87,151,-2
89,86,149,-3
89,86,147,-3
89,85,145,-4
89,85,143,-4
89,84,141,-5
89,84,139,-5
89,83,137,-6
89,83,135,-6
89,82,133,-7
89,82,131,-7
89,81,129,-8
89,81,127,-8
89,80,125,-9
89,80,123,-9
89,79,121,-10
89,79,119,-10
89,78,117,-11
89,78,115,-11
89,77,113,-12
89,77,111,-12
89,76,109,-13
89,76,107,-13
89,75,105,-14
89,75,103,-14
89,74,101,-15
89,74,99,-15
89,73,97,-16
89,73,95,-16
89,72,93,-17
89,72,91,-17
89,71,89,-18
89,71,87,-18
89,70,85,-19
89,70,83,-19
89,69,81,-20
92,68,77,-24
97,67,81,-30
103,66,85,-37
105,66,87,-39
106,65,89,-41
106,65,91,-41
106,64,93,-42
106,64,95,-42
106,63,97,-43
106,63,99,-43
106,62,101,-44
106,62,103,-44
106,61,105,-45
106,61,107,-45
106,60,109,-46
106,60,111,-46
106,59,113,-47
106,59,115,-47
106,58,117,-48
106,58,119,-48
106,57,121,-49
103,56,125,-47
98,57,129,-41
92,58,133,-34
86,59,137,-27
80,60,141,-20
74,61,145,-13
69,62,149,-7
68,63,151,-5
67,63,153,-4
67,64,155,-3
67,64,157,-3
67,65,159,-2
67,65,161,-2
67,66,163,-1
67,66,165,-1
67,67,167,0
67,67,169,0
67,68,171,1
67,68,173,1
67,69,175,2
67,69,177,2
67,68,175,1
67,66,173,-1
67,65,171,-2
67,63,169,-4
67,62,167,-5
67,60,165,-7
67,59,163,-8
67,57,161,-10
67,56,159,-11
67,57,157,-10
67,59,155,-8
67,60,153,-7
67,62,151,-5
67,63,149,-4
67,65,147,-2
67,66,145,-1
67,68,143,1
67,69,141,2
67,71,139,4
67,72,137,5
67,74,135,7
67,75,133,8
67,77,131,10
67,78,129,11
69,81,125,12
73,84,121,11
79,87,117,8
85,90,113,5
87,92,111,5
88,93,109,5
88,95,107,7
88,96,105,8
88,98,103,10
88,99,101,11
88,101,99,13
88,102,97,14
88,104,95,16
88,105,93,17
88,107,91,19
88,108,89,20
88,110,87,22
88,111,85,23
91,114,85,23
97,117,89,20
103,120,93,17
105,122,95,17
106,123,97,17
106,125,99,19
106,126,101,20
106,128,103,22
106,129,105,23
106,131,107,25
106,132,109,26
106,134,111,28
106,135,113,29
106,137,115,31
106,138,117,32
106,140,119,34
109,143,123,34
115,146,127,31
117,147,129,30
118,149,131,31
118,150,133,32
118,152,135,34
118,153,137,35
118,155,139,37
120,158,143,38
125,161,147,36
131,164,151,33
137,167,155,30
143,170,159,27
149,173,163,24
155,176,167,21
160,179,171,19
165,182,175,17
171,185,176,14
177,189,174,12
183,193,172,10
188,197,170,9
189,199,169,10
190,201,168,11
190,199,167,9
190,197,166,7
190,195,165,5
190,193,164,3
190,191,163,1
190,189,162,-1
190,187,161,-3
190,185,160,-5
190,183,159,-7
190,181,158,-9
190,179,157,-11
190,177,156,-13
190,175,155,-15
190,173,154,-17
188,169,152,-19
184,165,150,-19
178,161,148,-17
172,157,146,-15
166,153,144,-13
161,149,142,-12
156,145,140,-11
150,141,138,-9
144,137,136,-7
138,133,134,-5
132,129,132,-3
126,125,130,-1
121,121,128,0
116,117,126,1
110,113,124,3
104,109,122,5
98,105,120,7
92,101,118,9
86,97,116,11
80,93,114,13
74,89,112,15
69,85,110,16
68,83,109,15
67,81,108,14
67,79,107,12
67,77,106,10
67,75,105,8
67,73,104,6
67,71,103,4
67,69,102,2
67,67,101,0
67,65,100,-2
67,63,99,-4
67,61,98,-6
67,59,97,-8
67,57,96,-10
67,55,95,-12
67,57,94,-10
67,59,93,-8
67,61,92,-6
67,63,91,-4
67,65,90,-2
67,67,89,0
67,69,88,2
67,71,87,4
67,73,86,6
67,75,85,8
67,77,84,10
67,79,85,12
67,81,86,14
67,83,87,16
67,85,88,18
67,87,89,20
67,89,90,22
67,91,91,24
67,93,92,26
69,97,94,28
73,101,96,28
79,105,98,26
85,109,100,24
91,113,102,22
97,117,104,20
103,121,106,18
109,125,108,16
115,129,110,14
120,133,112,13
125,137,114,12
131,141,116,10
137,145,118,8
143,149,120,6
149,153,122,4
155,157,124,2
160,161,126,1
165,165,128,0
171,169,130,-2
177,173,132,-4
183,177,134,-6
188,181,136,-7
191,185,138,-6
191,189,140,-2
191,191,141,0
191,193,142,2
191,195,143,4
191,197,144,6
191,199,145,8
191,201,146,10
191,199,147,8
191,197,148,6
191,195,149,4
191,193,150,2
191,191,151,0
191,189,152,-2
191,187,153,-4
191,185,154,-6
191,183,155,-8
191,181,156,-10
191,177,158,-14
191,173,160,-18
189,169,162,-20
184,165,164,-19
178,161,166,-17
172,157,168,-15
166,153,170,-13
161,149,172,-12
156,145,174,-11
150,141,176,-9
144,137,178,-7
138,133,180,-5
132,129,182,-3
126,125,184,-1
121,121,186,0
116,117,188,1
110,113,190,3
104,109,192,5
98,105,194,7
92,101,196,9
86,97,198,11
80,93,200,13
74,89,202,15
69,85,204,16
64,81,206,17
62,79,207,17
61,77,208,16
61,77,0,16
61,126,114,65
61,125,115,64
61,124,116,63
61,123,117,62
61,122,118,61
64,120,120,56
68,118,122,50
73,116,124,43
79,114,126,35
85,112,128,27
91,110,130,19
97,108,132,11
103,106,134,3
109,104,136,-5
115,102,138,-13
117,101,139,-16
115,99,141,-16
110,97,143,-13
104,95,145,-9
98,93,147,-5
92,91,149,-1
90,90,150,0
89,89,151,0
89,88,152,-1
89,87,153,-2
89,86,154,-3
89,85,155,-4
89,84,156,-5
89,83,157,-6
89,82,158,-7
86,80,160,-6
80,78,162,-2
74,76,164,2
69,74,166,5
64,72,168,8
58,70,170,12
55,68,172,13
55,66,174,11
55,65,175,10
55,64,176,9
55,63,177,8
55,66,176,11
55,65,174,10
55,64,173,9
55,63,171,8
55,62,170,7
55,61,168,6
55,60,167,5
55,59,165,4
55,58,164,3
55,57,162,2
55,56,161,1
55,57,159,2
55,58,158,3
55,59,156,4
55,60,155,5
55,61,153,6
55,62,152,7
55,63,150,8
55,64,149,9
55,65,147,10
55,66,146,11
55,67,144,12
55,68,143,13
56,70,140,14
59,72,137,13
65,74,134,9
71,76,131,5
77,78,128,1
82,80,125,-2
87,82,122,-5
93,84,119,-9
99,86,116,-13
105,88,113,-17
111,90,110,-21
117,92,107,-25
123,94,104,-29
128,96,101,-32
133,98,98,-35
135,99,96,-36
136,100,95,-36
136,101,93,-35
136,102,92,-34
136,103,90,-33
136,104,89,-32
136,105,87,-31
136,106,86,-30
136,107,84,-29
136,108,86,-28
136,109,87,-27
136,110,89,-26
136,111,90,-25
136,112,92,-24
136,113,93,-23
136,114,95,-22
136,115,96,-21
136,116,98,-20
136,117,99,-19
136,118,101,-18
136,119,102,-17
136,120,104,-16
136,121,105,-15
136,122,107,-14
136,123,108,-13
136,124,110,-12
136,125,111,-11
136,126,113,-10
136,127,114,-9
136,128,116,-8
136,129,117,-7
136,130,119,-6
136,131,120,-5
136,132,122,-4
136,133,123,-3
136,134,125,-2
136,135,126,-1
136,136,128,0
136,137,129,1
136,138,131,2
136,139,132,3
136,140,134,4
136,141,135,5
136,142,137,6
136,143,138,7
136,144,140,8
136,145,141,9
136,146,143,10
136,147,144,11
136,148,146,12
136,149,147,13
139,151,150,12
145,153,153,8
151,155,156,4
153,156,158,3
154,157,159,3
154,158,161,4
154,159,162,5
154,160,164,6
154,161,165,7
154,162,167,8
154,163,168,9
154,164,170,10
154,165,171,11
154,166,173,12
154,167,174,13
154,168,176,14
154,169,177,15
154,171,176,17
154,172,175,18
154,174,174,20
154,175,173,21
154,177,172,23
154,178,171,24
154,180,170,26
157,183,168,26
163,186,166,23
168,189,164,21
173,192,162,19
179,195,160,16
185,198,158,13
187,199,157,12
188,201,156,13
188,199,155,11
188,198,154,10
188,196,153,8
188,195,152,7
188,193,151,5
188,192,150,4
188,190,149,2
188,189,148,1
188,187,147,-1
185,184,145,-1
180,181,143,1
174,178,141,4
169,175,139,6
164,172,137,8
158,169,135,11
152,166,133,14
146,163,131,17
140,160,129,20
134,157,127,23
132,156,126,24
131,154,125,23
131,153,124,22
131,151,123,20
131,150,122,19
131,148,121,17
131,147,120,16
131,145,119,14
131,144,118,13
131,142,117,11
131,141,116,10
131,139,115,8
131,138,114,7
131,136,113,5
131,135,112,4
131,133,111,2
131,132,110,1
131,130,109,-1
131,129,108,-2
131,127,107,-4
131,126,106,-5
131,124,105,-7
131,123,104,-8
131,121,103,-10
131,120,102,-11
131,118,101,-13
131,117,100,-14
131,115,99,-16
131,114,98,-17
131,112,97,-19
131,111,96,-20
131,109,95,-22
131,108,94,-23
131,106,93,-25
131,105,92,-26
131,103,91,-28
131,102,90,-29
131,100,89,-31
131,99,88,-32
131,97,87,-34
131,96,86,-35
131,94,85,-37
131,93,84,-38
131,91,85,-40
131,90,86,-41
131,88,87,-43
131,87,88,-44
131,85,89,-46
131,84,90,-47
131,82,91,-49
131,81,92,-50
129,78,94,-51
124,75,96,-49
118,72,98,-46
112,69,100,-43
106,66,102,-40
100,63,104,-37
94,60,106,-34
88,57,108,-31
86,55,109,-31
85,57,110,-28
85,58,111,-27
85,60,112,-25
