44
42
40
26
29
33
19
22
-11
-7
-3
1
5
-1
3
-7
-4
-1
3
4
2
2
21
20
16
12
16
13
10
6
11
7
3
-1
13
10
7
3
-1
-5
47
55
58
61
21
23
-13
-10
-7
-16
-13
-25
-23
-21
13
22
33
31
28
32
30
27
24
21
18
22
19
17
15
12
-9
-7
-5
-3
0
-4
-1
2
5
8
10
12
15
18
21
23
50
50
47
44
41
39
37
34
31
28
25
22
19
17
15
12
9
6
3
0
-2
10
8
11
14
17
-11
-8
-6
-4
-1
2
5
10
15
20
24
28
33
38
7
11
10
9
11
15
19
23
62
63
61
59
57
56
55
53
51
49
47
45
43
42
41
39
37
35
33
31
30
25
15
5
-5
-9
-13
-31
-35
-38
-38
-36
-34
-33
-32
-30
-28
-26
-24
-22
-21
-20
-18
-16
-14
-12
-10
-7
-6
-4
-2
0
1
5
9
13
17
21
36
37
35
33
31
30
29
27
25
23
21
19
17
16
15
13
11
9
7
5
4
3
1
-1
-3
1
5
9
5
1
-3
-7
-45
-49
-53
-57
-61
-65
-69
-72
-72
-70
-68
-67
-66
-64
-62
-60
-58
-56
-55
-54
-52
-50
-48
-42
-32
-22
-13
-4
6
16
26
35
39
43
47
58
59
57
55
53
52
51
49
47
45
43
41
39
38
37
35
33
31
29
27
26
25
19
9
-1
-5
-9
-13
-17
-21
-25
-28
-28
-26
-24
-23
-22
-20
-18
-16
-14
-12
-11
-10
-8
-6
-4
2
8
14
19
